@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute jaw-1 numeric
@attribute outputs-1 numeric

@data
2129,'2022/06/01 16:20:41:403',6,16.132658,?
2130,'2022/06/01 16:20:41:437',6,16.684277,?
2131,'2022/06/01 16:20:41:471',6,17.135689,?
2132,'2022/06/01 16:20:41:520',6,17.048849,?
2133,'2022/06/01 16:20:41:553',6,17.234104,?
2134,'2022/06/01 16:20:41:589',6,17.00102,?
2135,'2022/06/01 16:20:41:616',6,16.98579,?
2136,'2022/06/01 16:20:41:655',6,16.91305,?
2137,'2022/06/01 16:20:41:677',6,17.032701,?
2138,'2022/06/01 16:20:41:704',6,16.691322,?
2139,'2022/06/01 16:20:41:737',6,16.876019,?
2140,'2022/06/01 16:20:41:770',6,17.039974,?
2141,'2022/06/01 16:20:41:810',6,17.210789,?
2142,'2022/06/01 16:20:41:832',6,17.04685,?
2143,'2022/06/01 16:20:41:887',6,17.121977,?
2144,'2022/06/01 16:20:41:923',6,17.144041,?
2145,'2022/06/01 16:20:41:946',6,17.249819,?
2146,'2022/06/01 16:20:41:994',6,17.361109,?
2147,'2022/06/01 16:20:42:026',6,17.247793,?
2148,'2022/06/01 16:20:42:051',6,17.32872,?
2149,'2022/06/01 16:20:42:073',6,17.483215,?
2150,'2022/06/01 16:20:42:105',6,17.258215,?
2151,'2022/06/01 16:20:42:137',6,17.300575,?
2152,'2022/06/01 16:20:42:171',6,17.32357,?
2153,'2022/06/01 16:20:42:205',6,16.905613,?
2154,'2022/06/01 16:20:42:255',6,16.887461,?
2155,'2022/06/01 16:20:42:288',6,16.879816,?
2156,'2022/06/01 16:20:42:322',6,16.899744,?
2157,'2022/06/01 16:20:42:348',6,16.802345,?
2158,'2022/06/01 16:20:42:391',6,17.268324,?
2159,'2022/06/01 16:20:42:414',6,17.708473,?
2160,'2022/06/01 16:20:42:455',6,18.376183,?
2161,'2022/06/01 16:20:42:479',6,19.083004,?
2162,'2022/06/01 16:20:42:504',6,20.014956,?
2163,'2022/06/01 16:20:42:538',6,20.64259,?
2164,'2022/06/01 16:20:42:571',6,20.803661,?
2165,'2022/06/01 16:20:42:622',6,20.971365,?
2166,'2022/06/01 16:20:42:656',6,21.256268,?
2167,'2022/06/01 16:20:42:689',6,21.213213,?
2168,'2022/06/01 16:20:42:724',6,21.084257,?
2169,'2022/06/01 16:20:42:747',6,20.931711,?
2170,'2022/06/01 16:20:42:789',6,20.915861,?
2171,'2022/06/01 16:20:42:812',6,20.787182,?
2172,'2022/06/01 16:20:42:855',6,20.887741,?
2173,'2022/06/01 16:20:42:881',6,20.727659,?
2174,'2022/06/01 16:20:42:905',6,20.32719,?
2175,'2022/06/01 16:20:42:938',6,19.679148,?
2176,'2022/06/01 16:20:42:989',6,19.300503,?
2177,'2022/06/01 16:20:43:021',6,19.421951,?
2178,'2022/06/01 16:20:43:054',6,19.658396,?
2179,'2022/06/01 16:20:43:088',6,19.775812,?
2180,'2022/06/01 16:20:43:122',6,19.814421,?
2181,'2022/06/01 16:20:43:146',6,19.943367,?
2182,'2022/06/01 16:20:43:190',6,19.993582,?
2183,'2022/06/01 16:20:43:212',6,20.008997,?
2184,'2022/06/01 16:20:43:255',6,20.087833,?
2185,'2022/06/01 16:20:43:277',6,20.188248,?
2186,'2022/06/01 16:20:43:308',6,20.418423,?
2187,'2022/06/01 16:20:43:355',6,20.702215,?
2188,'2022/06/01 16:20:43:388',6,20.756077,?
2189,'2022/06/01 16:20:43:423',6,20.739082,?
2190,'2022/06/01 16:20:43:456',6,20.515005,?
2191,'2022/06/01 16:20:43:495',6,20.53837,?
2192,'2022/06/01 16:20:43:518',6,20.598722,?
2193,'2022/06/01 16:20:43:556',6,20.49651,?
2194,'2022/06/01 16:20:43:578',6,20.396893,?
2195,'2022/06/01 16:20:43:622',6,20.484125,?
2196,'2022/06/01 16:20:43:645',6,20.477781,?
2197,'2022/06/01 16:20:43:670',6,20.510899,?
2198,'2022/06/01 16:20:43:722',6,20.560614,?
2199,'2022/06/01 16:20:43:756',6,20.446518,?
2200,'2022/06/01 16:20:43:788',6,20.261419,?
2201,'2022/06/01 16:20:43:826',6,20.192158,?
2202,'2022/06/01 16:20:43:851',6,20.361803,?
2203,'2022/06/01 16:20:43:890',6,20.361246,?
2204,'2022/06/01 16:20:43:924',6,20.343445,?
2205,'2022/06/01 16:20:43:946',6,20.315817,?
2206,'2022/06/01 16:20:43:988',6,20.21587,?
2207,'2022/06/01 16:20:44:012',6,20.117502,?
2208,'2022/06/01 16:20:44:056',6,20.415665,?
2209,'2022/06/01 16:20:44:088',6,20.327814,?
2210,'2022/06/01 16:20:44:122',6,20.350391,?
2211,'2022/06/01 16:20:44:156',6,19.991772,?
2212,'2022/06/01 16:20:44:189',6,19.092323,?
2213,'2022/06/01 16:20:44:224',6,17.986313,?
2214,'2022/06/01 16:20:44:255',6,17.318737,?
2215,'2022/06/01 16:20:44:291',6,16.722754,?
2216,'2022/06/01 16:20:44:313',6,16.394915,?
2217,'2022/06/01 16:20:44:356',6,16.444878,?
2218,'2022/06/01 16:20:44:378',6,16.606886,?
2219,'2022/06/01 16:20:44:423',6,16.725525,?
2220,'2022/06/01 16:20:44:457',6,16.803709,?
2221,'2022/06/01 16:20:44:498',6,16.779917,?
2222,'2022/06/01 16:20:44:519',6,16.621481,?
2223,'2022/06/01 16:20:44:557',6,16.651232,?
2224,'2022/06/01 16:20:44:588',6,16.731628,?
2225,'2022/06/01 16:20:44:622',6,16.649307,?
2226,'2022/06/01 16:20:44:656',6,16.656685,?
2227,'2022/06/01 16:20:44:688',6,16.722654,?
2228,'2022/06/01 16:20:44:722',6,16.707863,?
2229,'2022/06/01 16:20:44:746',6,16.718285,?
2230,'2022/06/01 16:20:44:795',6,16.588945,?
2231,'2022/06/01 16:20:44:844',6,16.693159,?
2232,'2022/06/01 16:20:44:868',6,16.635971,?
2233,'2022/06/01 16:20:44:890',6,16.644588,?
2234,'2022/06/01 16:20:44:923',6,16.718697,?
2235,'2022/06/01 16:20:44:956',6,16.732626,?
2236,'2022/06/01 16:20:44:988',6,16.735191,?
2237,'2022/06/01 16:20:45:023',6,16.7111,?
2238,'2022/06/01 16:20:45:055',6,16.439922,?
2239,'2022/06/01 16:20:45:099',6,16.687328,?
2240,'2022/06/01 16:20:45:126',6,16.819294,?
2241,'2022/06/01 16:20:45:155',6,16.828625,?
2242,'2022/06/01 16:20:45:207',6,16.91301,?
2243,'2022/06/01 16:20:45:228',6,17.047102,?
2244,'2022/06/01 16:20:45:257',6,17.199047,?
2245,'2022/06/01 16:20:45:290',6,17.562111,?
2246,'2022/06/01 16:20:45:323',6,17.921602,?
2247,'2022/06/01 16:20:45:357',6,17.666203,?
2248,'2022/06/01 16:20:45:390',6,17.720444,?
2249,'2022/06/01 16:20:45:426',6,18.33671,?
2250,'2022/06/01 16:20:45:454',6,18.171293,?
2251,'2022/06/01 16:20:45:490',6,18.237442,?
2252,'2022/06/01 16:20:45:524',6,18.404512,?
2253,'2022/06/01 16:20:45:574',6,18.080637,?
2254,'2022/06/01 16:20:45:596',6,17.904037,?
2255,'2022/06/01 16:20:45:623',6,17.773321,?
2256,'2022/06/01 16:20:45:661',6,17.857483,?
2257,'2022/06/01 16:20:45:690',6,17.750053,?
2258,'2022/06/01 16:20:45:723',6,17.782387,?
2259,'2022/06/01 16:20:45:756',6,17.686493,?
2260,'2022/06/01 16:20:45:790',6,17.676924,?
2261,'2022/06/01 16:20:45:823',6,17.443293,?
2262,'2022/06/01 16:20:45:861',6,17.287434,?
2263,'2022/06/01 16:20:45:883',6,17.122648,?
2264,'2022/06/01 16:20:45:942',6,17.066971,?
2265,'2022/06/01 16:20:45:964',6,17.162783,?
2266,'2022/06/01 16:20:46:008',6,16.802244,?
2267,'2022/06/01 16:20:46:030',6,16.706642,?
2268,'2022/06/01 16:20:46:056',6,16.889915,?
2269,'2022/06/01 16:20:46:090',6,16.636055,?
2270,'2022/06/01 16:20:46:123',6,16.590136,?
2271,'2022/06/01 16:20:46:156',6,16.892168,?
2272,'2022/06/01 16:20:46:191',6,16.902605,?
2273,'2022/06/01 16:20:46:224',6,16.842049,?
2274,'2022/06/01 16:20:46:257',6,16.65847,?
2275,'2022/06/01 16:20:46:291',6,16.82641,?
2276,'2022/06/01 16:20:46:343',6,16.701426,?
2277,'2022/06/01 16:20:46:369',6,16.742224,?
2278,'2022/06/01 16:20:46:408',6,16.895842,?
2279,'2022/06/01 16:20:46:431',6,16.722076,?
2280,'2022/06/01 16:20:46:458',6,16.791052,?
2281,'2022/06/01 16:20:46:490',6,16.815563,?
2282,'2022/06/01 16:20:46:524',6,16.88155,?
2283,'2022/06/01 16:20:46:557',6,16.831545,?
2284,'2022/06/01 16:20:46:593',6,17.011389,?
2285,'2022/06/01 16:20:46:635',6,16.81246,?
2286,'2022/06/01 16:20:46:662',6,16.885057,?
2287,'2022/06/01 16:20:46:709',6,16.672615,?
2288,'2022/06/01 16:20:46:731',6,16.69372,?
2289,'2022/06/01 16:20:46:775',6,16.748003,?
2290,'2022/06/01 16:20:46:798',6,16.798998,?
2291,'2022/06/01 16:20:46:824',6,16.925024,?
2292,'2022/06/01 16:20:46:858',6,16.91502,?
2293,'2022/06/01 16:20:46:891',6,16.882664,?
2294,'2022/06/01 16:20:46:925',6,16.869776,?
2295,'2022/06/01 16:20:46:958',6,16.683182,?
2296,'2022/06/01 16:20:46:990',6,16.695787,?
2297,'2022/06/01 16:20:47:024',6,16.771637,?
2298,'2022/06/01 16:20:47:076',6,16.712093,?
2299,'2022/06/01 16:20:47:099',6,16.719431,?
2300,'2022/06/01 16:20:47:143',6,16.745564,?
2301,'2022/06/01 16:20:47:166',6,16.646976,?
2302,'2022/06/01 16:20:47:210',6,16.714211,?
2303,'2022/06/01 16:20:47:233',6,16.638817,?
2304,'2022/06/01 16:20:47:275',6,16.568897,?
2305,'2022/06/01 16:20:47:300',6,16.648193,?
2306,'2022/06/01 16:20:47:321',6,16.691475,?
2307,'2022/06/01 16:20:47:359',6,16.704662,?
2308,'2022/06/01 16:20:47:391',6,16.697094,?
2309,'2022/06/01 16:20:47:443',6,16.687445,?
2310,'2022/06/01 16:20:47:467',6,16.640991,?
2311,'2022/06/01 16:20:47:510',6,16.643656,?
2312,'2022/06/01 16:20:47:533',6,16.652983,?
2313,'2022/06/01 16:20:47:576',6,16.696327,?
2314,'2022/06/01 16:20:47:600',6,16.585028,?
2315,'2022/06/01 16:20:47:624',6,16.6077,?
2316,'2022/06/01 16:20:47:659',6,16.588966,?
2317,'2022/06/01 16:20:47:692',6,16.564194,?
2318,'2022/06/01 16:20:47:724',6,16.568933,?
2319,'2022/06/01 16:20:47:764',6,16.58674,?
2320,'2022/06/01 16:20:47:808',6,16.591663,?
2321,'2022/06/01 16:20:47:842',6,16.512987,?
2322,'2022/06/01 16:20:47:864',6,16.6236,?
2323,'2022/06/01 16:20:47:910',6,16.569201,?
2324,'2022/06/01 16:20:48:183',7,16.448261,?
2325,'2022/06/01 16:20:48:215',7,16.409979,?
2326,'2022/06/01 16:20:48:238',7,16.424353,?
2327,'2022/06/01 16:20:48:276',7,16.311703,?
2328,'2022/06/01 16:20:48:300',7,16.395437,?
2329,'2022/06/01 16:20:48:343',7,16.379272,?
2330,'2022/06/01 16:20:48:366',7,16.485552,?
2331,'2022/06/01 16:20:48:393',7,16.472839,?
2332,'2022/06/01 16:20:48:426',7,16.407787,?
2333,'2022/06/01 16:20:48:456',7,16.368113,?
2334,'2022/06/01 16:20:48:492',7,16.402454,?
2335,'2022/06/01 16:20:48:544',7,16.384899,?
2336,'2022/06/01 16:20:48:576',7,16.401094,?
2337,'2022/06/01 16:20:48:609',7,16.442986,?
2338,'2022/06/01 16:20:48:642',7,16.410757,?
2339,'2022/06/01 16:20:48:667',7,16.413725,?
2340,'2022/06/01 16:20:48:711',7,16.391216,?
2341,'2022/06/01 16:20:48:735',7,16.397009,?
2342,'2022/06/01 16:20:48:778',7,16.536808,?
2343,'2022/06/01 16:20:48:801',7,16.478899,?
2344,'2022/06/01 16:21:30:506',8,23.077793,0
2345,'2022/06/01 16:21:30:537',8,23.07173,0
2346,'2022/06/01 16:21:30:572',8,23.092295,0
2347,'2022/06/01 16:21:30:609',8,23.08847,0
2348,'2022/06/01 16:21:30:637',8,23.096291,0
2349,'2022/06/01 16:21:30:675',8,23.118464,0
2350,'2022/06/01 16:21:30:697',8,23.142935,0
2351,'2022/06/01 16:21:30:739',8,23.142786,0
2352,'2022/06/01 16:21:30:790',8,23.090902,0
2353,'2022/06/01 16:21:30:810',8,23.104271,0
2354,'2022/06/01 16:21:30:857',8,23.174738,0
2355,'2022/06/01 16:21:30:882',8,23.102409,0
2356,'2022/06/01 16:21:30:906',8,23.125029,0
2357,'2022/06/01 16:21:30:941',8,23.116621,0
2358,'2022/06/01 16:21:30:973',8,23.18437,0
2359,'2022/06/01 16:21:31:015',8,23.170729,0
2360,'2022/06/01 16:21:31:036',8,23.188717,0
2361,'2022/06/01 16:21:31:073',8,23.187088,0
2362,'2022/06/01 16:21:31:098',8,23.204575,0
2363,'2022/06/01 16:21:31:161',8,23.110329,0
2364,'2022/06/01 16:21:31:185',8,23.17985,0
2365,'2022/06/01 16:21:31:224',8,23.159319,0
2366,'2022/06/01 16:21:31:247',8,23.138725,0
2367,'2022/06/01 16:21:31:294',8,23.137003,0
2368,'2022/06/01 16:21:31:325',8,23.202477,0
2369,'2022/06/01 16:21:31:349',8,23.08569,0
2370,'2022/06/01 16:21:31:372',8,22.883232,0
2371,'2022/06/01 16:21:31:408',8,22.657875,0
2372,'2022/06/01 16:21:31:441',8,22.474329,0
2373,'2022/06/01 16:21:31:478',8,22.331877,0
2374,'2022/06/01 16:21:31:533',8,22.395269,0
2375,'2022/06/01 16:21:31:559',8,22.242462,0
2376,'2022/06/01 16:21:31:586',8,22.392075,0
2377,'2022/06/01 16:21:31:611',8,22.390799,0
2378,'2022/06/01 16:21:31:642',8,22.521595,0
2379,'2022/06/01 16:21:31:698',8,22.481642,0
2380,'2022/06/01 16:21:31:717',8,22.506245,0
2381,'2022/06/01 16:21:31:744',8,22.676746,0
2382,'2022/06/01 16:21:31:773',8,22.579256,0
2383,'2022/06/01 16:21:31:807',8,22.708088,0
2384,'2022/06/01 16:21:31:841',8,22.612844,0
2385,'2022/06/01 16:21:31:892',8,22.731792,0
2386,'2022/06/01 16:21:31:914',8,22.629503,0
2387,'2022/06/01 16:21:31:968',8,22.680689,0
2388,'2022/06/01 16:21:32:002',8,22.72422,0
2389,'2022/06/01 16:21:32:027',8,22.86986,0
2390,'2022/06/01 16:21:32:050',8,22.65749,0
2391,'2022/06/01 16:21:32:072',8,22.776808,0
2392,'2022/06/01 16:21:32:107',8,22.860117,0
2393,'2022/06/01 16:21:32:140',8,22.880007,0
2394,'2022/06/01 16:21:32:173',8,22.976906,0
2395,'2022/06/01 16:21:32:205',8,22.903036,0
2396,'2022/06/01 16:21:32:239',8,22.898014,0
2397,'2022/06/01 16:21:32:293',8,22.813028,0
2398,'2022/06/01 16:21:32:315',8,22.932856,0
2399,'2022/06/01 16:21:32:357',8,22.952761,0
2400,'2022/06/01 16:21:32:380',8,22.745037,0
2401,'2022/06/01 16:21:32:425',8,22.794479,0
2402,'2022/06/01 16:21:32:451',8,22.737642,0
2403,'2022/06/01 16:21:32:477',8,22.856941,0
2404,'2022/06/01 16:21:32:506',8,22.964659,0
2405,'2022/06/01 16:21:32:540',8,22.936033,0
2406,'2022/06/01 16:21:32:574',8,22.74629,0
2407,'2022/06/01 16:21:32:606',8,22.681723,0
2408,'2022/06/01 16:21:32:658',8,22.642342,0
2409,'2022/06/01 16:21:32:680',8,22.505381,0
2410,'2022/06/01 16:21:32:725',8,22.467915,0
2411,'2022/06/01 16:21:32:747',8,22.447638,0
2412,'2022/06/01 16:21:32:790',8,22.616846,0
2413,'2022/06/01 16:21:32:813',8,22.663975,0
2414,'2022/06/01 16:21:32:840',8,22.743608,0
2415,'2022/06/01 16:21:32:874',8,22.839832,0
2416,'2022/06/01 16:21:32:906',8,22.483019,0
2417,'2022/06/01 16:21:32:940',8,22.441095,0
2418,'2022/06/01 16:21:32:973',8,22.133696,0
2419,'2022/06/01 16:21:33:023',8,21.954996,0
2420,'2022/06/01 16:21:33:060',8,22.008852,0
2421,'2022/06/01 16:21:33:084',8,22.080915,0
2422,'2022/06/01 16:21:33:128',8,21.89229,0
2423,'2022/06/01 16:21:33:150',8,21.853151,0
2424,'2022/06/01 16:21:33:192',8,21.638988,0
2425,'2022/06/01 16:21:33:215',8,21.764362,0
2426,'2022/06/01 16:21:33:239',8,21.49675,0
2427,'2022/06/01 16:21:33:276',8,21.362549,0
2428,'2022/06/01 16:21:33:307',8,21.648134,0
2429,'2022/06/01 16:21:33:340',8,21.696169,0
2430,'2022/06/01 16:21:33:397',8,22.004911,0
2431,'2022/06/01 16:21:33:428',8,22.050192,0
2432,'2022/06/01 16:21:33:450',8,22.113598,0
2433,'2022/06/01 16:21:33:491',8,22.649794,0
2434,'2022/06/01 16:21:33:514',8,22.928488,0
2435,'2022/06/01 16:21:33:559',8,23.173975,0
2436,'2022/06/01 16:21:33:581',8,23.324957,0
2437,'2022/06/01 16:21:33:626',8,23.424324,0
2438,'2022/06/01 16:21:33:649',8,23.650023,0
2439,'2022/06/01 16:21:33:693',8,23.716705,0
2440,'2022/06/01 16:21:33:716',8,23.803705,0
2441,'2022/06/01 16:21:33:758',8,23.746792,0
2442,'2022/06/01 16:21:33:792',8,23.660376,0
2443,'2022/06/01 16:21:33:825',8,23.736607,0
2444,'2022/06/01 16:21:33:849',8,23.97546,0
2445,'2022/06/01 16:21:33:892',8,23.776722,0
2446,'2022/06/01 16:21:33:915',8,23.517487,0
2447,'2022/06/01 16:21:33:958',8,23.586676,0
2448,'2022/06/01 16:21:33:980',8,23.332462,0
2449,'2022/06/01 16:21:34:008',8,23.066212,0
2450,'2022/06/01 16:21:34:047',8,22.493954,0
2451,'2022/06/01 16:21:34:074',8,22.518696,0
2452,'2022/06/01 16:21:34:124',8,22.435163,0
2453,'2022/06/01 16:21:34:157',8,22.342161,0
2454,'2022/06/01 16:21:34:193',8,22.628998,0
2455,'2022/06/01 16:21:34:235',8,23.131098,0
2456,'2022/06/01 16:21:34:268',8,22.814449,0
2457,'2022/06/01 16:21:34:290',8,23.098488,0
2458,'2022/06/01 16:21:34:313',8,23.175085,0
2459,'2022/06/01 16:21:34:359',8,23.048857,0
2460,'2022/06/01 16:21:34:381',8,23.164909,0
2461,'2022/06/01 16:21:34:408',8,22.893847,0
2462,'2022/06/01 16:21:34:445',8,22.802654,0
2463,'2022/06/01 16:21:34:492',8,22.859015,0
2464,'2022/06/01 16:21:34:524',8,22.861801,0
2465,'2022/06/01 16:21:34:559',8,23.017298,0
2466,'2022/06/01 16:21:34:596',8,23.023359,0
2467,'2022/06/01 16:21:34:623',8,23.13995,0
2468,'2022/06/01 16:21:34:665',8,22.836418,0
2469,'2022/06/01 16:21:34:688',8,22.703739,0
2470,'2022/06/01 16:21:34:726',8,22.652273,0
2471,'2022/06/01 16:21:34:749',8,22.586832,0
2472,'2022/06/01 16:21:34:793',8,22.700748,0
2473,'2022/06/01 16:21:34:818',8,22.79492,0
2474,'2022/06/01 16:21:34:857',8,22.837746,0
2475,'2022/06/01 16:21:34:894',8,22.761143,0
2476,'2022/06/01 16:21:34:925',8,22.828682,0
2477,'2022/06/01 16:21:34:958',8,22.996883,0
2478,'2022/06/01 16:21:34:992',8,23.083912,0
2479,'2022/06/01 16:21:35:027',8,23.22472,0
2480,'2022/06/01 16:21:35:049',8,23.347553,0
2481,'2022/06/01 16:21:35:094',8,23.01881,0
2482,'2022/06/01 16:21:35:124',8,23.501484,0
2483,'2022/06/01 16:21:35:147',8,23.639521,0
2484,'2022/06/01 16:21:35:197',8,23.356245,0
2485,'2022/06/01 16:21:35:228',8,23.027983,0
2486,'2022/06/01 16:21:35:259',8,23.133465,0
2487,'2022/06/01 16:21:35:292',8,23.136663,0
2488,'2022/06/01 16:21:35:325',8,23.368242,0
2489,'2022/06/01 16:21:35:359',8,23.212162,0
2490,'2022/06/01 16:21:35:398',8,23.475662,0
2491,'2022/06/01 16:21:35:420',8,23.537001,0
2492,'2022/06/01 16:21:35:460',8,23.314159,0
2493,'2022/06/01 16:21:35:483',8,23.871775,0
2494,'2022/06/01 16:21:35:533',8,23.612059,0
2495,'2022/06/01 16:21:35:555',8,23.56608,0
2496,'2022/06/01 16:21:35:592',8,23.514772,0
2497,'2022/06/01 16:21:35:626',8,22.894108,0
2498,'2022/06/01 16:21:35:669',8,22.789579,0
2499,'2022/06/01 16:21:35:694',8,22.704121,0
2500,'2022/06/01 16:21:35:724',8,22.936403,0
2501,'2022/06/01 16:21:35:760',8,23.195486,0
2502,'2022/06/01 16:21:35:791',8,23.278902,0
2503,'2022/06/01 16:21:35:826',8,23.404263,0
2504,'2022/06/01 16:21:35:848',8,23.779182,0
2505,'2022/06/01 16:21:35:897',8,23.541613,0
2506,'2022/06/01 16:21:35:920',8,23.653265,0
2507,'2022/06/01 16:21:35:978',8,23.59766,0
2508,'2022/06/01 16:21:36:002',8,23.831335,0
2509,'2022/06/01 16:21:36:024',8,23.676455,0
2510,'2022/06/01 16:21:36:059',8,23.853077,0
2511,'2022/06/01 16:21:36:093',8,23.616722,0
2512,'2022/06/01 16:21:36:126',8,23.388639,0
2513,'2022/06/01 16:21:36:165',8,23.458752,0
2514,'2022/06/01 16:21:36:190',8,23.413458,0
2515,'2022/06/01 16:21:36:228',8,23.541483,0
2516,'2022/06/01 16:21:36:250',8,23.523716,0
2517,'2022/06/01 16:21:36:293',8,23.297466,0
2518,'2022/06/01 16:21:36:345',8,22.910116,0
2519,'2022/06/01 16:21:36:369',8,23.818846,0
2520,'2022/06/01 16:21:36:392',8,23.573599,0
2521,'2022/06/01 16:21:36:426',8,23.577808,0
2522,'2022/06/01 16:21:36:459',8,23.278833,0
2523,'2022/06/01 16:21:36:497',8,23.368717,0
2524,'2022/06/01 16:21:36:529',8,23.263081,0
2525,'2022/06/01 16:21:36:570',8,23.216955,0
2526,'2022/06/01 16:21:36:592',8,23.247732,0
2527,'2022/06/01 16:21:36:624',8,23.059334,0
2528,'2022/06/01 16:21:36:659',8,23.306419,0
2529,'2022/06/01 16:21:36:681',8,23.075594,0
2530,'2022/06/01 16:21:36:749',8,23.068789,0
2531,'2022/06/01 16:21:36:778',8,23.149832,0
2532,'2022/06/01 16:21:36:804',8,23.175018,0
2533,'2022/06/01 16:21:36:830',8,23.128843,0
2534,'2022/06/01 16:21:36:868',8,23.355947,0
2535,'2022/06/01 16:21:36:891',8,23.278669,0
2536,'2022/06/01 16:21:36:927',8,23.555065,0
2537,'2022/06/01 16:21:36:960',8,23.341536,0
2538,'2022/06/01 16:21:36:993',8,23.394951,0
2539,'2022/06/01 16:21:37:027',8,23.463566,0
2540,'2022/06/01 16:21:37:049',8,23.34107,0
2541,'2022/06/01 16:21:37:110',8,23.453709,0
2542,'2022/06/01 16:21:37:132',8,23.279009,0
2543,'2022/06/01 16:21:37:174',8,23.52639,0
2544,'2022/06/01 16:21:37:200',8,23.359844,0
2545,'2022/06/01 16:21:37:227',8,23.032301,0
2546,'2022/06/01 16:21:37:259',8,23.097305,0
2547,'2022/06/01 16:21:37:294',8,22.973295,0
2548,'2022/06/01 16:21:37:329',8,22.714159,0
2549,'2022/06/01 16:21:37:352',8,22.690554,0
2550,'2022/06/01 16:21:37:397',8,22.425076,0
2551,'2022/06/01 16:21:37:419',8,22.236216,0
2552,'2022/06/01 16:21:37:480',8,21.862984,0
2553,'2022/06/01 16:21:37:502',8,21.631502,0
2554,'2022/06/01 16:21:37:545',8,21.587866,0
2555,'2022/06/01 16:21:37:569',8,21.765438,0
2556,'2022/06/01 16:21:37:597',8,21.849604,0
2557,'2022/06/01 16:21:37:629',8,21.762815,0
2558,'2022/06/01 16:21:37:663',8,21.824146,0
2559,'2022/06/01 16:21:37:695',8,22.559887,0
2560,'2022/06/01 16:21:37:736',8,22.878588,0
2561,'2022/06/01 16:21:37:764',8,23.102066,0
2562,'2022/06/01 16:21:37:787',8,23.110107,0
2563,'2022/06/01 16:21:37:846',8,23.33666,0
2564,'2022/06/01 16:21:37:870',8,23.107931,0
2565,'2022/06/01 16:21:37:912',8,23.379532,0
2566,'2022/06/01 16:21:37:937',8,23.520672,0
2567,'2022/06/01 16:21:37:977',8,23.665167,0
2568,'2022/06/01 16:21:37:999',8,23.784885,0
2569,'2022/06/01 16:21:38:026',8,23.794622,0
2570,'2022/06/01 16:21:38:059',8,23.749065,0
2571,'2022/06/01 16:21:38:095',8,23.635277,0
2572,'2022/06/01 16:21:38:127',8,23.71316,0
2573,'2022/06/01 16:21:38:161',8,23.709661,0
2574,'2022/06/01 16:21:38:216',8,23.590496,0
2575,'2022/06/01 16:21:38:240',8,23.529211,0
2576,'2022/06/01 16:21:38:280',8,23.347071,0
2577,'2022/06/01 16:21:38:313',8,23.47797,0
2578,'2022/06/01 16:21:38:337',8,23.46121,0
2579,'2022/06/01 16:21:38:380',8,23.529993,0
2580,'2022/06/01 16:21:38:404',8,23.494213,0
2581,'2022/06/01 16:21:38:426',8,23.33008,0
2582,'2022/06/01 16:21:38:461',8,23.407652,0
2583,'2022/06/01 16:21:38:494',8,23.421499,0
2584,'2022/06/01 16:21:38:528',8,23.446526,0
2585,'2022/06/01 16:21:38:579',8,23.447554,0
2586,'2022/06/01 16:21:38:603',8,23.278585,0
2587,'2022/06/01 16:21:38:646',8,23.305931,0
2588,'2022/06/01 16:21:38:670',8,23.328814,0
2589,'2022/06/01 16:21:38:714',8,23.492167,0
2590,'2022/06/01 16:21:38:737',8,23.481045,0
2591,'2022/06/01 16:21:38:759',8,23.695089,0
2592,'2022/06/01 16:21:38:796',8,23.682549,0
2593,'2022/06/01 16:21:38:828',8,23.497374,0
2594,'2022/06/01 16:21:38:861',8,23.666895,0
2595,'2022/06/01 16:21:38:895',8,23.523317,0
2596,'2022/06/01 16:21:38:947',8,23.777082,0
2597,'2022/06/01 16:21:38:969',8,23.708057,0
2598,'2022/06/01 16:21:39:012',8,23.713314,0
2599,'2022/06/01 16:21:39:035',8,23.685684,0
2600,'2022/06/01 16:21:39:080',8,23.855421,0
2601,'2022/06/01 16:21:39:103',8,23.651285,0
2602,'2022/06/01 16:21:39:145',8,23.812494,0
2603,'2022/06/01 16:21:39:171',8,23.724184,0
2604,'2022/06/01 16:21:39:192',8,23.679947,0
2605,'2022/06/01 16:21:39:228',8,23.602047,0
2606,'2022/06/01 16:21:39:265',8,23.548761,0
2607,'2022/06/01 16:21:39:312',8,23.690998,0
2608,'2022/06/01 16:21:39:346',8,23.477245,0
2609,'2022/06/01 16:21:39:369',8,23.45826,0
2610,'2022/06/01 16:21:39:411',8,23.034733,0
2611,'2022/06/01 16:21:39:433',8,23.280151,0
2612,'2022/06/01 16:21:39:480',8,23.299431,0
2613,'2022/06/01 16:21:39:504',8,23.306826,0
2614,'2022/06/01 16:21:39:546',8,23.274754,0
2615,'2022/06/01 16:21:39:570',8,23.171688,0
2616,'2022/06/01 16:21:39:593',8,23.139103,0
2617,'2022/06/01 16:21:39:630',8,23.015465,0
2618,'2022/06/01 16:21:39:679',8,23.072039,0
2619,'2022/06/01 16:21:39:712',8,23.01037,0
2620,'2022/06/01 16:21:39:736',8,23.045959,0
2621,'2022/06/01 16:21:39:781',8,22.577702,0
2622,'2022/06/01 16:21:39:804',8,22.500317,0
2623,'2022/06/01 16:21:39:847',8,22.26062,0
2624,'2022/06/01 16:21:39:871',8,22.201735,0
